"","Which.of.the.following.best.describes.your.role.","Which.of.the.following.best.describes.your.role....Other..please.specify.","How.many.years.have.you.been.programming","How.many.years.have.you.worked.on.projects.that.are.developed.in.a.geographically.distributed.manner.","How.many.years.have.you.been.working.in.Open.Source.projects","You.work.for","Which..open.source..project.repository.are.you.mainly.contributing.pull.requests.to..e.g..rails.rails...Please.specify.only.one.and.answer.the.remaining.questions.with.this.repository.in.mind....Open.Ended.Response","Why.do.you.contribute.to.this.specific.repository....It.is.my.day.time.job","Why.do.you.contribute.to.this.specific.repository....I.use.this.project.as.part.my.own.projects","Why.do.you.contribute.to.this.specific.repository....I.am.personally.interested.in.the.technology.being.developed","Why.do.you.contribute.to.this.specific.repository....Coding.for.this.project.is.intellectually.stimulating","Why.do.you.contribute.to.this.specific.repository....I.contribute.to.this.project.to.sharpen.my.programming.skills","Why.do.you.contribute.to.this.specific.repository....I.contribute.to.this.project.to.enrich.my.Github.profile.CV","Why.do.you.contribute.to.this.specific.repository....I.like.to.devote.my.free.time.to.a.good.cause","Why.do.you.contribute.to.this.specific.repository....Other..please.specify.","How.many.pull.requests.did.you.submit.to.this.repo.in.the.last.month.","How.do.you.contribute.code.to.the.project....I.have.commit.access.and.commit..to.the.main.branch","How.do.you.contribute.code.to.the.project....I.have.commit.access.and.commit.to.other.branches","How.do.you.contribute.code.to.the.project....I.have.commit.access.and.contribute.through.branch.to.branch.pull.requests","How.do.you.contribute.code.to.the.project....I.only.contribute.to.the.project.through.pull.requests","How.do.you.contribute.code.to.the.project....Other..please.specify.","I.contribute.pull.requests.containing.exclusively...Source.code","I.contribute.pull.requests.containing.exclusively...Test.code","I.contribute.pull.requests.containing.exclusively...Documentation","I.contribute.pull.requests.containing.exclusively...Source.code...Test.code","I.contribute.pull.requests.containing.exclusively...Source.code...Documentation","I.contribute.pull.requests.containing.exclusively...Test.code...Documentation","I.contribute.pull.requests.containing.exclusively...Source.Code..Test.code.and.Documentation","Before.starting.to.work.on.a.pull.request..I...Communicate.my.changes.to.the.project.core.team","Before.starting.to.work.on.a.pull.request..I...Lookup.project.pull.request.guidelines","Before.starting.to.work.on.a.pull.request..I...Lookup.for.open.issues.related.to.my.changes","Before.starting.to.work.on.a.pull.request..I...Check.whether.similar.pull.requests.were.processed.recently","Before.starting.to.work.on.a.pull.request..I...Check.other.project.branches..or.forks..for.related.features","Before.starting.to.work.on.a.pull.request..I...Check.project.discussions..emails.forums.IRC..for.related.topics","Before.starting.to.work.on.a.pull.request..I...Get.assigned.some.work.by.my.project.leader","Before.starting.to.work.on.a.pull.request..I...Other..please.specify.","How.do.you.communicate.the.intended.changes.with.the.project.s.core.team.....Email","How.do.you.communicate.the.intended.changes.with.the.project.s.core.team.....Issue.tracking..I.open.an.issue.describing.the.problem.and.the.potential.fix","How.do.you.communicate.the.intended.changes.with.the.project.s.core.team.....Pull.request..I.open.a.minimal.pull.request.describing.the.problem.and.the.potential.fix","How.do.you.communicate.the.intended.changes.with.the.project.s.core.team.....IRC","How.do.you.communicate.the.intended.changes.with.the.project.s.core.team.....Twitter","How.do.you.communicate.the.intended.changes.with.the.project.s.core.team.....Skype.Hangouts.Other.form.of.synchronous.communication","How.do.you.communicate.the.intended.changes.with.the.project.s.core.team.....Face.to.face","How.do.you.communicate.the.intended.changes.with.the.project.s.core.team.....I.do.not.communicate.my.intended.changes","How.do.you.communicate.the.intended.changes.with.the.project.s.core.team.....Other..please.specify.","Did.you.look.up.for.the.project.s.pull.request.guidelines.at.least.once.","How.do.you.decide.on.the.contents.of.a.pull.request.","How.do.you.decide.on.the.contents.of.a.pull.request....Other..please.specify.","How.do.you.assess.the.quality.of.your.pull.request.before.submitting.it....Open.Ended.Response","When.I.am.ready.to.submit.a.pull.request..I...Format.it.according.to.project.guidelines","When.I.am.ready.to.submit.a.pull.request..I...Run.the.tests.against.it","When.I.am.ready.to.submit.a.pull.request..I...Check.whether.similar.pull.requests.were.processed.recently","When.I.am.ready.to.submit.a.pull.request..I...Check.other.project.branches..or.forks..for.features.related.to.my.pull.request","When.I.am.ready.to.submit.a.pull.request..I...Check.project.discussions.for.topics.related.to.it","When.I.am.ready.to.submit.a.pull.request..I...Other..please.specify.","X.From.hereon..questions.are.not.project.specific..How.do.the.following.factors.affect.your.decision.to.contribute.to.a.project....Existence.of.project.roadmap","X.From.hereon..questions.are.not.project.specific..How.do.the.following.factors.affect.your.decision.to.contribute.to.a.project....Existence.of.contributor.guidelines","X.From.hereon..questions.are.not.project.specific..How.do.the.following.factors.affect.your.decision.to.contribute.to.a.project....Existence.of.issue.tracking.system","X.From.hereon..questions.are.not.project.specific..How.do.the.following.factors.affect.your.decision.to.contribute.to.a.project....Existence.of.code.review.process","X.From.hereon..questions.are.not.project.specific..How.do.the.following.factors.affect.your.decision.to.contribute.to.a.project....Large.numbers.of.already.open.pull.requests","X.From.hereon..questions.are.not.project.specific..How.do.the.following.factors.affect.your.decision.to.contribute.to.a.project....Project.is.famous","X.From.hereon..questions.are.not.project.specific..How.do.the.following.factors.affect.your.decision.to.contribute.to.a.project....Project.is.very.active","What.could.projects.do.to.reduce.barriers.for.new.contributors....Open.Ended.Response","What.is.the.biggest.challenge..if.any..you.face.when.contributing.with.pull.requests....Open.Ended.Response","What.kind.of.tools.would.you.expect.research.to.provide.you.with.in.order.to.assist.you.with.contributing.pull.requests....Open.Ended.Response"
"142","Source code contributor","","10+","7 - 10","3 - 6","The industry","phingofficial/phing","","I use this project as part my own projects","","","I contribute to this project to sharpen my programming skills","","I like to devote my free time to a good cause","","Less than 5","","","","I only contribute to the project through pull requests","","Always","Never","Often","Often","Often","Never","Occasionally","Often","Never","Often","Occasionally","Never","Never","Often","","Email","Issue tracking: I open an issue describing the problem and the potential fix","Pull request: I open a minimal pull request describing the problem and the potential fix","","","","","","","Yes, but there were no guidelines","I rebase interactively to clean up history before I do the pull request","","Following clean code principle and checking Code Style","Always","Always","Never","Never","Occasionally","","Does not affect me","Positively","Positively","Does not affect me","Negatively","Positively","Positively","Many Unit Tests, Guidelines for contribution","",""
"143","Project owner","","10+","10+","10+","The industry","spring-projects/spring-framework","It is my day time job","","","Coding for this project is intellectually stimulating","","","","","Less than 5","I have commit access and commit  to the main branch","I have commit access and commit to other branches","","","","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Never","Never","Often","Never","","Email","Issue tracking: I open an issue describing the problem and the potential fix","Pull request: I open a minimal pull request describing the problem and the potential fix","","","Skype/Hangouts/Other form of synchronous communication","","","","Yes, and I did find sufficient guidelines","I create topic branches for each new feature","","I get it reviewed by peers.","Always","Always","Never","Never","Always","","Does not affect me","Does not affect me","Does not affect me","Does not affect me","Does not affect me","Does not affect me","Does not affect me","","",""
"144","Source code contributor","","10+","3 - 6","3 - 6","The industry","remotestorage/remotestorage.js","","I use this project as part my own projects","I am personally interested in the technology being developed","","","","","","Less than 5","","","","I only contribute to the project through pull requests","","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Never","Occasionally","Occasionally","Occasionally","Often","Often","Occasionally","Occasionally","Never","","","Issue tracking: I open an issue describing the problem and the potential fix","Pull request: I open a minimal pull request describing the problem and the potential fix","IRC","Twitter","","","","","Yes, and I did find sufficient guidelines","I create topic branches for each new feature","","I don't","Often","Occasionally","Never","Never","Occasionally","","Positively","Positively","Positively","Does not affect me","Does not affect me","Does not affect me","Positively","","",""
"145","Source code contributor","","10+","10+","10+","The industry","D-Programming-Language/dmd","","I use this project as part my own projects","I am personally interested in the technology being developed","Coding for this project is intellectually stimulating","","","","","Less than 5","","","","I only contribute to the project through pull requests","","Often","Occasionally","Occasionally","Often","Occasionally","Never","Occasionally","Occasionally","Occasionally","Often","Occasionally","Occasionally","Often","Occasionally","","Email","Issue tracking: I open an issue describing the problem and the potential fix","Pull request: I open a minimal pull request describing the problem and the potential fix","","","","","","newsgroup","No","I create topic branches for each new feature","","DMD has a test-suite so I'll create a test case.","Occasionally","Often","Never","Occasionally","Occasionally","","Does not affect me","Does not affect me","Does not affect me","Does not affect me","Does not affect me","Does not affect me","Does not affect me","Be more accepting towards pull-requests that don't conform to the guidelines. I created PR for issues that are blocking me. Not following the guidelines might make it unsuitable for the main project, but that shouldn't mean that the burden of conformance is on me. Anyone could base a new PR off of mine.","Facing nazi project maintainers.","don't understand the question."
"146","Source code contributor","","10+","3 - 6","3 - 6","The industry","mozilla/webmaker.org","","","I am personally interested in the technology being developed","","","","I like to devote my free time to a good cause","","Less than 5","","","","I only contribute to the project through pull requests","","Often","Occasionally","Often","Never","Often","Never","Occasionally","Occasionally","Always","Always","Never","Occasionally","Often","Occasionally","","","Issue tracking: I open an issue describing the problem and the potential fix","Pull request: I open a minimal pull request describing the problem and the potential fix","IRC","","","","","","Yes, and I did find guidelines but they were insufficient","I create topic branches for each new feature","","Passing tests, suitable in code documentation, suitable commit message.    Easy to merge (atomic commit, able to merge at time of sending).","Always","Always","Occasionally","Occasionally","Occasionally","","Positively","Positively","Positively","Positively","Negatively","Does not affect me","Does not affect me","* Easy set-up instructions to get local dev environments set up.  * Clear project guidelines and coding conventions.  * Clear communcation channels (IRC, mailers) set up for support if needed","Having people look at them if they're not super important to the things that they're currently doing.","A guide for writting better contributor documentation."
"147","Source code contributor","","10+","10+","10+","The academia","hadley/ggplot2","","I use this project as part my own projects","","","","","","","Less than 5","","","","I only contribute to the project through pull requests","","Often","Never","Occasionally","Never","Often","Never","Never","Occasionally","Occasionally","Never","Never","Never","Occasionally","Never","","Email","Issue tracking: I open an issue describing the problem and the potential fix","","","","Skype/Hangouts/Other form of synchronous communication","","","","Yes, and I did find sufficient guidelines","I create topic branches for each new feature","","I'm just careful in the way I code. I compile and test what I can (but do not write formal tests or contribute my test code)","Often","Never","Never","Never","Never","","Does not affect me","Does not affect me","Positively","Does not affect me","Does not affect me","Positively","Positively","Make code as modular as possible, set up integrated builds, actively comment on and integrate pull requests.","","Allow to tap into an integrated build system + test binaries before inclusion into the master project."
"148","Source code contributor","","10+","7 - 10","7 - 10","The industry","quailjs/quail","","I use this project as part my own projects","I am personally interested in the technology being developed","","","","","","11 to 30","","I have commit access and commit to other branches","","I only contribute to the project through pull requests","Big changes are done using PR, small changes are committed directly","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Always","Often","Occasionally","Always","Occasionally","Occasionally","Always","Often","","","","Pull request: I open a minimal pull request describing the problem and the potential fix","","Twitter","Skype/Hangouts/Other form of synchronous communication","","","","Yes, and I did find sufficient guidelines","I create topic branches for each new feature","","integrated testing and code analysis","Often","Always","Occasionally","Occasionally","Often","","Positively","Positively","Positively","Positively","Does not affect me","Does not affect me","Does not affect me","clear guidelines for contributing, clear roadmap","",""
"149","Source code contributor","","3 - 6","< 1","1 - 2","The industry","phillro/node-elasticsearch-client","","I use this project as part my own projects","I am personally interested in the technology being developed","","","I contribute to this project to enrich my Github profile/CV","","","Less than 5","","I have commit access and commit to other branches","I have commit access and contribute through branch-to-branch pull requests","","","Always","Often","Occasionally","Often","Occasionally","Never","Occasionally","Occasionally","Always","Never","Never","Occasionally","Never","Never","","","Issue tracking: I open an issue describing the problem and the potential fix","","IRC","","","","","","Yes, but there were no guidelines","I rebase interactively to clean up history before I do the pull request","","Code formatting and unit test cases.","Often","Always","Never","Occasionally","Occasionally","","Positively","Does not affect me","Positively","Does not affect me","Negatively","Does not affect me","Negatively","","Lack of trust regarding actual mission of a project.",""
"150","Source code contributor","","10+","10+","10+","The industry","","It is my day time job","I use this project as part my own projects","","","","","","","Less than 5","","","","I only contribute to the project through pull requests","","Always","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Often","Occasionally","Occasionally","Occasionally","Never","","Email","Issue tracking: I open an issue describing the problem and the potential fix","Pull request: I open a minimal pull request describing the problem and the potential fix","","","","Face to face","","","No","I cherry pick commits to another branch and create a pull request from that","","Testing it on my projects, products","Occasionally","Often","Occasionally","Occasionally","Occasionally","","Positively","Does not affect me","Positively","Does not affect me","Does not affect me","Positively","Positively","Accept patches over email :)","The procedure, it's easier to just send a patch","None"
"151","Project owner","","10+","3 - 6","7 - 10","Open Source Software","gem/oq-platform","It is my day time job","","","","","","","","Less than 5","I have commit access and commit  to the main branch","","","","","Always","Occasionally","Often","Often","Often","Often","Often","Often","Occasionally","Always","Occasionally","Occasionally","Occasionally","Often","","Email","Issue tracking: I open an issue describing the problem and the potential fix","","IRC","","Skype/Hangouts/Other form of synchronous communication","","","","Yes, and I did find sufficient guidelines","I create topic branches for each new feature","","Code reviews by other developers and continuous integration.","Always","Always","Occasionally","Occasionally","Occasionally","","Positively","Positively","Positively","Positively","Does not affect me","Does not affect me","Does not affect me","Better documentation and start-up procedures.","No particular issues.","A fast continuous integration system for web applications."
"152","Source code contributor","","10+","< 1","3 - 6","The industry","jashkenas/underscore","","I use this project as part my own projects","I am personally interested in the technology being developed","","","","","","5 to 10","","","","I only contribute to the project through pull requests","","Always","Occasionally","Occasionally","Often","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Often","Occasionally","Never","Never","","","Issue tracking: I open an issue describing the problem and the potential fix","Pull request: I open a minimal pull request describing the problem and the potential fix","","","","","","","Yes, and I did find sufficient guidelines","I create topic branches for each new feature","","It testes against unit tests, performance side effects, backward compatibility.","Always","Always","Always","Often","Occasionally","","Does not affect me","Does not affect me","Positively","Positively","Does not affect me","Positively","Positively","","",""
"153","Source code contributor","","7 - 10","7 - 10","7 - 10","The industry","SysFera/vishnu","It is my day time job","","","","","","","","5 to 10","I have commit access and commit  to the main branch","I have commit access and commit to other branches","I have commit access and contribute through branch-to-branch pull requests","I only contribute to the project through pull requests","","Often","Often","Occasionally","Often","Occasionally","Occasionally","Occasionally","Often","Always","Always","Often","Occasionally","Often","Never","","Email","Issue tracking: I open an issue describing the problem and the potential fix","Pull request: I open a minimal pull request describing the problem and the potential fix","IRC","","","Face to face","","","Yes, and I did find sufficient guidelines","I create topic branches for each new feature","","tests, peer-review","Always","Always","Often","Often","Often","","Positively","Positively","Positively","Positively","Does not affect me","Does not affect me","Positively","mentoring","people who change their mind midway","command-line tools (not hub)"
"154","Source code contributor","","7 - 10","7 - 10","7 - 10","The industry","dimagi/commcare-hq","It is my day time job","","I am personally interested in the technology being developed","Coding for this project is intellectually stimulating","","","","","More than 30","I have commit access and commit  to the main branch","I have commit access and commit to other branches","I have commit access and contribute through branch-to-branch pull requests","","99% of commits are done through branch-to-branch pull requests.","Often","Occasionally","Occasionally","Often","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Never","Never","Occasionally","Often","We have a roadmap that we use to determine what work to do.","Email","","Pull request: I open a minimal pull request describing the problem and the potential fix","","","Skype/Hangouts/Other form of synchronous communication","","","","Yes, and I did find sufficient guidelines","I create topic branches for each new feature","","Unit tests, local testing, self code review","Always","Always","Never","Never","Occasionally","","Positively","Positively","Positively","Positively","Negatively","Does not affect me","Positively","I find Good communication is a key factor. Even just acknowledging a PR is good. PR comments / feedback help a lot. If something is low priority just say so, don't just ignore it.","PR's that take a long time to get reviewed / merged need to have 'master' merged into them often which can be a painful process.","To be honest I can't think of anything."
"155","Source code contributor","","10+","3 - 6","3 - 6","The academia","ipa320/srs_public","It is my day time job","","","","","","","","Less than 5","","","","I only contribute to the project through pull requests","","Often","Occasionally","Often","Occasionally","Often","Occasionally","Occasionally","Often","Often","Often","Often","Often","Often","Occasionally","","Email","","","","","Skype/Hangouts/Other form of synchronous communication","Face to face","","","Yes, but there were no guidelines","I just submit whatever my current branch has","","cppcheck, code review","Often","Often","Occasionally","Occasionally","Occasionally","","Positively","Positively","Positively","Positively","Does not affect me","Does not affect me","Does not affect me","","",""
"156","Source code contributor","","10+","10+","10+","The academia","intridea/oauth2","","I use this project as part my own projects","","","","","","","Less than 5","","","","I only contribute to the project through pull requests","","Occasionally","Never","Occasionally","Occasionally","Occasionally","Never","Often","Occasionally","Occasionally","Always","Occasionally","Never","Always","Never","","","Issue tracking: I open an issue describing the problem and the potential fix","","","","","","","Mailing list","Yes, and I did find sufficient guidelines","I rebase interactively to clean up history before I do the pull request","","Tests","Always","Always","Never","Never","Never","","Does not affect me","Does not affect me","Positively","Does not affect me","Negatively","Positively","Positively","Using code standards, being willing to merge pull requests","Understanding code",""
"157","Source code contributor","","3 - 6","3 - 6","3 - 6","The industry","jenkinsci/*","It is my day time job","I use this project as part my own projects","","","I contribute to this project to sharpen my programming skills","","","","Less than 5","","","","I only contribute to the project through pull requests","","Often","Often","Occasionally","Often","Occasionally","Occasionally","Occasionally","Occasionally","Often","Often","Never","Never","Occasionally","Often","","Email","Issue tracking: I open an issue describing the problem and the potential fix","Pull request: I open a minimal pull request describing the problem and the potential fix","IRC","","","","","","No","I cherry pick commits to another branch and create a pull request from that","","I test it manually and often I write automatized tests","Occasionally","Always","Occasionally","Never","Often","","Does not affect me","Does not affect me","Positively","Positively","Negatively","Positively","Positively","Better responses on pull request (write critics if my contribution is bad and why and what to do next time), and have all instructions and rules (and links with instructions and rules) in one place (for example readme.txt)","",""
"158","Source code contributor","","10+","1 - 2","1 - 2","The academia","owncloud/android","","","I am personally interested in the technology being developed","Coding for this project is intellectually stimulating","","","I like to devote my free time to a good cause","","Less than 5","","","","I only contribute to the project through pull requests","","Occasionally","Never","Occasionally","Never","Never","Never","Never","Occasionally","Always","Always","Often","Occasionally","Often","Never","","","Issue tracking: I open an issue describing the problem and the potential fix","Pull request: I open a minimal pull request describing the problem and the potential fix","","","","","","","Yes, and I did find sufficient guidelines","I create topic branches for each new feature","","Manual testing","Often","Never","Never","Never","Never","","Does not affect me","Positively","Positively","Does not affect me","Negatively","Does not affect me","Positively","Make sure PR are reviewed quickly. Best often accept. If not explain why rejected.","Usage of git is not intuitive. Especially for me as ""casual developer"" (who does not contribute regularly) it is every time a challenge to branch, pull current version, resolve conflicts, etc...","An intutive git GUI (tortoiseGIT does not really help me)."
"159","Source code contributor","","7 - 10","3 - 6","7 - 10","The academia","dmwm/DBS","It is my day time job","","","","","","","","Less than 5","","","","I only contribute to the project through pull requests","","Often","Often","Occasionally","Often","Occasionally","Occasionally","Occasionally","Often","Never","Often","Never","Never","Often","Often","","Email","Issue tracking: I open an issue describing the problem and the potential fix","Pull request: I open a minimal pull request describing the problem and the potential fix","","","Skype/Hangouts/Other form of synchronous communication","Face to face","","","Yes, but there were no guidelines","I create topic branches for each new feature","","Checking code changes via diff on github.","Never","Always","Never","Never","Always","","Positively","Positively","Positively","Positively","Does not affect me","Positively","Positively","","",""
"160","Source code contributor","","10+","10+","3 - 6","The industry","nemomobile/dsme","It is my day time job","","","","","","","","5 to 10","I have commit access and commit  to the main branch","","I have commit access and contribute through branch-to-branch pull requests","","","Always","Occasionally","Occasionally","Never","Never","Never","Never","Always","Occasionally","Always","Always","Always","Always","Often","","","Issue tracking: I open an issue describing the problem and the potential fix","","IRC","","","","","","Yes, and I did find sufficient guidelines","I create topic branches for each new feature","","Test it on device","Always","Always","Always","Always","Always","","Does not affect me","Positively","Positively","Does not affect me","Does not affect me","Positively","Positively","","",""
"161","Source code contributor","","3 - 6","3 - 6","3 - 6","The industry","rails/rails","","","I am personally interested in the technology being developed","","I contribute to this project to sharpen my programming skills","I contribute to this project to enrich my Github profile/CV","I like to devote my free time to a good cause","","Less than 5","","","I have commit access and contribute through branch-to-branch pull requests","I only contribute to the project through pull requests","","Always","Always","Always","Always","Occasionally","Occasionally","Always","Occasionally","Always","Always","Always","Always","Always","Always","","","Issue tracking: I open an issue describing the problem and the potential fix","Pull request: I open a minimal pull request describing the problem and the potential fix","","","Skype/Hangouts/Other form of synchronous communication","","","","Yes, and I did find sufficient guidelines","I create topic branches for each new feature","","1) By following the contribution guide lines for a PR of that Repository.  2) I follow rails style and ruby style guide.  3) I follow the similar changes regarding of my PR  4) I dry up my code as much as possible .  5) I always attach a test code so that it can test my code broke something or not  6) I follow code convention(ie Thoughtbot, Railscast and other blogs)  7) Most important my code should be readable/neat and clean to Others.","Always","Always","Always","Always","Always","","Positively","Positively","Positively","Positively","Positively","Positively","Positively","1) code convention guide lines and contribution guide lines should be clear.  2) give some guide lines for understnad the project if it is a big project.  3) Able to communicate with main developers before starting to any new issue.","1)Some times Builds are taking too much time.    2) Some reviews are not clear.  3) Did not get quick response in some case.","1) Git-cola  2)qgit"
"162","Source code contributor","","7 - 10","3 - 6","3 - 6","The industry","forkcms/forkcms","","I use this project as part my own projects","","","","","","","Less than 5","I have commit access and commit  to the main branch","I have commit access and commit to other branches","I have commit access and contribute through branch-to-branch pull requests","","","Often","Occasionally","Occasionally","Occasionally","Occasionally","Never","Occasionally","Occasionally","Often","Occasionally","Never","Never","Occasionally","Occasionally","","Email","Issue tracking: I open an issue describing the problem and the potential fix","Pull request: I open a minimal pull request describing the problem and the potential fix","IRC","","","Face to face","","","Yes, but there were no guidelines","I create topic branches for each new feature","","codereview + codesniffer + ...","Always","Occasionally","Never","Never","Occasionally","","Does not affect me","Positively","Positively","Positively","Does not affect me","Does not affect me","Does not affect me","have an easy-pick label","not knowing the project well enough",""
"163","Source code contributor","","3 - 6","1 - 2","1 - 2","The industry","aerogear/aerogear-js","","","I am personally interested in the technology being developed","Coding for this project is intellectually stimulating","","","","","Less than 5","","","","I only contribute to the project through pull requests","","Often","Often","Often","Often","Often","Often","Often","Occasionally","Always","Always","Occasionally","Often","Occasionally","Never","","Email","Issue tracking: I open an issue describing the problem and the potential fix","Pull request: I open a minimal pull request describing the problem and the potential fix","IRC","Twitter","","","","","Yes, and I did find sufficient guidelines","I create topic branches for each new feature","","We're using Grunt modules like jshint to perform static code analysis and ensure that the code fulfills some requirements.","Always","Always","Occasionally","Occasionally","Occasionally","","Positively","Positively","Positively","Positively","Negatively","Positively","Positively","Create a list with todo issues (maybe by tracking them in an issue tracking system) and labeling them with a difficulty and priority level","To maintain the consistency of the project. When many contributors contribute to the same project, it is challenging to avoid creating inconsistencies (e.g API inconsistencies)","The exitsing Git related tools are enough"
"164","Source code contributor","","3 - 6","1 - 2","1 - 2","The industry","jboss-reddeer/reddeer","It is my day time job","I use this project as part my own projects","I am personally interested in the technology being developed","","","","","","5 to 10","","","I have commit access and contribute through branch-to-branch pull requests","","","Often","Often","Occasionally","Often","Often","Occasionally","Occasionally","Often","Always","Always","Often","Never","Occasionally","Often","","","Issue tracking: I open an issue describing the problem and the potential fix","","IRC","","","Face to face","","","Yes, and I did find sufficient guidelines","I create topic branches for each new feature","","-","Often","Always","Occasionally","Never","Occasionally","","Does not affect me","Positively","Positively","Does not affect me","Negatively","Does not affect me","Positively","","",""
"165","Project owner","","10+","3 - 6","3 - 6","The industry","rightscale/right_support","It is my day time job","I use this project as part my own projects","","","","","","","Less than 5","","","I have commit access and contribute through branch-to-branch pull requests","","","Always","Always","Always","Always","Always","Always","Always","Always","Always","Occasionally","Never","Never","Never","Never","","Email","","","","","Skype/Hangouts/Other form of synchronous communication","Face to face","","","Yes, but there were no guidelines","I create topic branches for each new feature","","Unit tests","Always","Always","Never","Never","Never","","Does not affect me","Does not affect me","Does not affect me","Does not affect me","Does not affect me","Does not affect me","Positively","","",""
"166","Source code contributor","","7 - 10","< 1","< 1","The academia","prawnsalad/KiwiIRC","","","I am personally interested in the technology being developed","Coding for this project is intellectually stimulating","I contribute to this project to sharpen my programming skills","I contribute to this project to enrich my Github profile/CV","","","Less than 5","","","","I only contribute to the project through pull requests","","Always","Occasionally","Occasionally","Occasionally","Always","Never","Never","Often","Often","Always","Always","Always","Always","Never","","","","","IRC","","","","","","Yes, and I did find sufficient guidelines","I create topic branches for each new feature","","Test it","Always","Never","Always","Always","Always","","Negatively","Negatively","Positively","Positively","Positively","Does not affect me","Positively","","",""
"167","Source code contributor","","10+","10+","10+","The industry","telmich/cdist","","I use this project as part my own projects","","","","","","","5 to 10","","","","I only contribute to the project through pull requests","","Often","Occasionally","Often","Occasionally","Often","Occasionally","Occasionally","Occasionally","Occasionally","Always","Always","Always","Occasionally","Never","","","Issue tracking: I open an issue describing the problem and the potential fix","Pull request: I open a minimal pull request describing the problem and the potential fix","","","","","","","No","I cherry pick commits to another branch and create a pull request from that","","Bla","Often","Always","Occasionally","Always","Occasionally","","Does not affect me","Does not affect me","Positively","Positively","Negatively","Positively","Positively","communicate in a wellcoming manner","When nothing happens for a long time",""
"168","Source code contributor","","3 - 6","< 1","< 1","The industry","square/picasso","","I use this project as part my own projects","","","","","","","Less than 5","","","","I only contribute to the project through pull requests","","Always","Often","Often","Often","Often","Never","Often","Never","Always","Always","Often","Occasionally","Often","Never","","","","Pull request: I open a minimal pull request describing the problem and the potential fix","","","","","","","Yes, and I did find sufficient guidelines","I create topic branches for each new feature","","analyzing and testing","Always","Always","Occasionally","Occasionally","Always","","Does not affect me","Positively","Positively","Positively","Does not affect me","Positively","Positively","","",""
"169","Source code contributor","","10+","3 - 6","10+","The industry","meskyanichi/backup","","I use this project as part my own projects","I am personally interested in the technology being developed","","","","","","Less than 5","","","","I only contribute to the project through pull requests","","Never","Never","Never","Occasionally","Never","Never","Occasionally","Never","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Never","","Email","Issue tracking: I open an issue describing the problem and the potential fix","Pull request: I open a minimal pull request describing the problem and the potential fix","","","","","","","Yes, and I did find sufficient guidelines","I rebase interactively to clean up history before I do the pull request","","Does what I want. Hopefully there's enough tests to ensure that. Changes shouldn't make the codebase noticeably messier.","Occasionally","Always","Occasionally","Occasionally","Occasionally","","Positively","Positively","Positively","Does not affect me","Positively","Does not affect me","Positively","Make it clear what kind of contributions would be desired from contributors. Bugs to fix, ideas for new features planned or documentation needed for existing ones.","Knowing how the maintainer will react.","Honestly, much of the communication around pull requests works pretty well. That said, perhaps being able to tie them into more types of project planning artifacts would help maintainers use pull requests to guide individual contributions towards project priorities."
"170","Source code contributor","","10+","3 - 6","3 - 6","The industry","zeromq/libzmq","","I use this project as part my own projects","I am personally interested in the technology being developed","","","","","","Less than 5","","","","I only contribute to the project through pull requests","","Occasionally","Occasionally","Occasionally","Often","Occasionally","Never","Occasionally","Occasionally","Occasionally","Occasionally","Never","Never","Occasionally","Never","","","","Pull request: I open a minimal pull request describing the problem and the potential fix","","","","","","","Yes, and I did find sufficient guidelines","I create topic branches for each new feature","","By running the associated project unit tests","Often","Always","Never","Never","Occasionally","","Does not affect me","Positively","Positively","Positively","Negatively","Does not affect me","Positively","Provide clear guidelines on how to contribute. Zeromq is a good example.","",""
"171","Source code contributor","","7 - 10","< 1","1 - 2","The industry","TryGhost/Ghost","","I use this project as part my own projects","I am personally interested in the technology being developed","Coding for this project is intellectually stimulating","I contribute to this project to sharpen my programming skills","I contribute to this project to enrich my Github profile/CV","I like to devote my free time to a good cause","","5 to 10","","","","I only contribute to the project through pull requests","","Always","Often","Never","Often","Never","Never","Never","Often","Occasionally","Always","Always","Never","Often","Often","","","Issue tracking: I open an issue describing the problem and the potential fix","Pull request: I open a minimal pull request describing the problem and the potential fix","IRC","","","","","","Yes, and I did find sufficient guidelines","I create topic branches for each new feature","","Are no side-effects produced, is it bug free, is it easy to read.","Always","Always","Never","Never","Never","","Does not affect me","Does not affect me","Positively","Does not affect me","Negatively","Negatively","Positively","create documentation as clear as possible to support new contributors","sometimes my pull requests can grow large in scope, and/or depend on another pull request before it can work properly","clearly laying out what desired changes pull requests should provide"
